
Joint Seat Allocation Authority 2026
IITs, IISc, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2026-27

 Home
 CSC Login
Opening and Closing Ranks
Round No
Institute Type
Institute Name
Academic Program
Seat Type / Category
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	35014	35014
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	3536	3969
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	8788	8788
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	300111	300111
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	29404	45177
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	49397	53912
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	2219	2219
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6893	7031
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	7992	7992
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	14188	15315
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	19660	20629
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	979	979
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5341	6849
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	9170	9170
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2971	3088
National Institute of Technology, Srinagar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3940	3940
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	48898	94463
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	84533	120386
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	OPEN (PwD)	Gender-Neutral	2686	4717
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	19463	66335
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	EWS	Female-only (including Supernumerary)	66841	66841
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	49646	429751
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Female-only (including Supernumerary)	452209	452209
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	14534	30212
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	27491	28208
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	1808	3060
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	8364	8364
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	164149	202569
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	LA	ST	Female-only (including Supernumerary)	3824	3824
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	42361	49897
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	57275	65391
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	939	1939
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	7304	7369
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	9823	9826
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	316	316
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	15098	16471
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	20847	22121
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1119	1119
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6499	7397
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10793	10796
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2058	2530
National Institute of Technology, Srinagar	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2885	2885
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	17870	41312
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	21348	53025
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	OPEN (PwD)	Gender-Neutral	2512	2512
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	7662	14450
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	EWS	Female-only (including Supernumerary)	36129	36129
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	14424	50111
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Female-only (including Supernumerary)	21630	93845
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	2428	7919
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	14177	16206
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	1516	1810
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	5000	5000
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	179976	179976
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Female-only (including Supernumerary)	243602	243602
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	16699	23552
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	22676	34166
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	648	648
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	3484	3728
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	5443	5443
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	6596	8170
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	13203	13364
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2801	3777
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	6653	6817
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	198	198
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1409	1456
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1801	1801
National Institute of Technology, Srinagar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	39	39
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	23621	78663
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	58823	109587
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	OPEN (PwD)	Gender-Neutral	3604	3604
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	36274	44236
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	84827	204598
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Female-only (including Supernumerary)	167499	208121
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	20882	25433
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	31154	31154
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	3038	3891
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	8033	8033
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	269265	269265
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Female-only (including Supernumerary)	352902	352902
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	28307	37626
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	40401	48719
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1613	1613
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	5817	6006
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	7429	7429
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	10938	11411
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	16753	19426
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4390	5778
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7218	7218
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1765	2455
National Institute of Technology, Srinagar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3710	3710
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	48502	68297
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	63856	72025
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	OPEN (PwD)	Gender-Neutral	3924	3924
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	15431	36132
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	35690	101387
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Female-only (including Supernumerary)	157333	160313
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	9439	18022
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	8743	8743
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	2716	2983
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	7078	7078
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	232785	232785
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Female-only (including Supernumerary)	373467	373467
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	24518	32339
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	37273	42492
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	908	908
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	4633	4692
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	6174	6174
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	9588	10555
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	15559	16068
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	666	666
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4108	5142
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7325	7325
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1662	2346
National Institute of Technology, Srinagar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2790	2790
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	43038	61884
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	54764	61182
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	OPEN (PwD)	Gender-Neutral	2820	2820
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	17895	26377
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	EWS	Female-only (including Supernumerary)	36335	36335
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	60217	84019
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	OBC-NCL	Female-only (including Supernumerary)	30772	119885
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	9366	15584
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	24354	32676
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	1755	2207
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	6378	6378
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	286068	286068
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	LA	OPEN	Female-only (including Supernumerary)	306285	306285
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	24845	31294
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	37335	42434
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	992	992
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	4491	4705
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	6589	6589
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	8868	9777
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	13928	16284
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	504	504
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	3963	4945
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7231	7460
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	205	205
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1893	2354
National Institute of Technology, Srinagar	Information Technology (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3010	3010
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	58951	90092
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	81349	128891
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	39632	60982
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	EWS	Female-only (including Supernumerary)	134947	134947
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	60291	325636
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Female-only (including Supernumerary)	238941	265018
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	23091	29835
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	36203	36203
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	3158	3516
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	8817	8817
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	286206	286206
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Female-only (including Supernumerary)	411379	411379
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	32858	41450
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	50613	54158
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	2160	2160
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6062	6312
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	8578	8578
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	267	267
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	12164	13183
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	19260	19597
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	998	998
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5825	6291
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	9115	9505
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2649	2701
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3718	3718
National Institute of Technology, Srinagar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	102	102
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Gender-Neutral	92627	110696
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	OPEN	Female-only (including Supernumerary)	106975	143311
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	EWS	Gender-Neutral	87991	95588
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	OBC-NCL	Gender-Neutral	210945	330629
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	SC	Gender-Neutral	31121	34180
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	SC	Female-only (including Supernumerary)	38745	38745
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	ST	Gender-Neutral	3572	4119
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	JK	ST	Female-only (including Supernumerary)	8855	8855
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	LA	OPEN	Gender-Neutral	307100	307100
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	47849	51789
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	57601	61066
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	2672	2672
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	7761	7914
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	9849	9849
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	15740	17001
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	23378	23750
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1205	1205
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	7093	7520
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10112	10112
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2891	2936
National Institute of Technology, Srinagar	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	4296	4296
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	OPEN	Gender-Neutral	198	444
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	OPEN	Female-only (including Supernumerary)	227	245
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	OPEN (PwD)	Gender-Neutral	10	10
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	EWS	Gender-Neutral	160	349
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	EWS	Female-only (including Supernumerary)	219	219
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	OBC-NCL	Gender-Neutral	136	312
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	OBC-NCL	Female-only (including Supernumerary)	205	214
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	SC	Gender-Neutral	101	113
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	SC	Female-only (including Supernumerary)	85	85
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	HS	ST	Gender-Neutral	2	126
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	OPEN	Gender-Neutral	45	205
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	OPEN	Female-only (including Supernumerary)	4	4
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	OPEN (PwD)	Female-only (including Supernumerary)	15	15
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	EWS	Gender-Neutral	26	43
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	OBC-NCL	Gender-Neutral	70	103
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	OBC-NCL	Female-only (including Supernumerary)	74	74
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	OBC-NCL (PwD)	Gender-Neutral	57	57
National Institute of Technology, Tiruchirappalli	Architecture (5 Years, Bachelor of Architecture)	OS	SC	Gender-Neutral	17	51
