
Joint Seat Allocation Authority 2026
IITs, IISc, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2026-27

 Home
 CSC Login
Opening and Closing Ranks
Round No
Institute Type
Institute Name
Academic Program
Seat Type / Category
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Indian Institute of Technology Kharagpur	Economics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	3074	3138
Indian Institute of Technology Kharagpur	Economics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	877	1077
Indian Institute of Technology Kharagpur	Economics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1424	1424
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	840	2106
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	4764	5230
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	152	165
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	267	334
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1045	1049
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	30	30
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	734	941
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	2178	2326
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	78	78
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	286	572
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	925	1097
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	202	259
Indian Institute of Technology Kharagpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	375	427
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	773	1625
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	2014	4357
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	44	84
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	279	279
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	189	261
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	807	926
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	34	34
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	429	703
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	1002	1894
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	44	65
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	195	401
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	750	927
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	140	223
Indian Institute of Technology Kharagpur	Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	284	348
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	9495	12646
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	20976	21709
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1903	1989
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	4026	4026
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	4047	5210
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	7677	9096
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	2816	3002
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	4351	4351
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1436	1481
Indian Institute of Technology Kharagpur	Exploration Geophysics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	2001	2001
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	2600	4454
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	6412	10031
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	147	224P
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	603	779
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2014	2014
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1475	2268
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3416	3772
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	438	1280
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1171	1520
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	511	775
Indian Institute of Technology Kharagpur	Industrial and Systems Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	923	923
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	2130	2534
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	6142	6257
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	287	287
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	386	443
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1793	1793
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	966	1259
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	2854	3069
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	139P	139P
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	786	994
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1340	1340
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	487	637
Indian Institute of Technology Kharagpur	Instrumentation Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	651	651
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	5665	6394
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	11910	13361
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	106P	106P
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1097	1207
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2446	2446
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2582	3173
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5946	6250
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1438	1942
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2635	2829
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1108	1160
Indian Institute of Technology Kharagpur	Manufacturing Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1395	1395
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	1101	1407
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	3043	4199
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	OPEN (PwD)	Gender-Neutral	117	117
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	204	221
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	774	774
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	449	709
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	1183	2186
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	OBC-NCL (PwD)	Gender-Neutral	59	59
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	327	492
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	637	1194
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	216	245
Indian Institute of Technology Kharagpur	Mathematics and Computing (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	358	358
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	2941	4182
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	7173	10517
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	235	277
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	602	733
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1598	1664
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	87P	87P
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1257	1840
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3829	4647
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	120	123
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	595	1037
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1790	2324
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	307	567
Indian Institute of Technology Kharagpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1086	1145
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	6195	7260
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	12795	13600
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	508P	518P
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1020	1330
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2552	2758
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2529	3316
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5949	7178
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1454	2015
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2271	3065
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	927	1031
Indian Institute of Technology Kharagpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1305	1305
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	8306	10737
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	16601	20713
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1453	1597
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	3227	3302
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3286	3881
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	7699	8835
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1791	2301
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3601	4048
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	816	1243
Indian Institute of Technology Kharagpur	Mining Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1560	1744
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	6120	10197
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	14925	18189
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	506P	506P
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1446	1648
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	3147	3208
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3385	4018
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	6932	7697
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2011	2489
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3152	3417
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	821	1208
Indian Institute of Technology Kharagpur	Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1401	1401
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	5413	7796
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	9523	15401
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	OPEN (PwD)	Gender-Neutral	207	207
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1517	1635
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	3790	3790
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	3623	4755
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	8427	8631
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	1914	2944
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	4079	4079
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1365	1430
Indian Institute of Technology Kharagpur	Physics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1872	1872
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	696	906
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	2220	2558
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	49	49
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	112	122
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Female-only (including Supernumerary)	23	23
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	299	368
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	858	898
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	170	212
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	456	456
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	SC (PwD)	Gender-Neutral	3P	3P
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	23	92
Indian Institute of Technology Hyderabad	Artificial Intelligence (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	183	183
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	5893	8443
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	12598	14405
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	400P	400P
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1410	1467
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2646	2646
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2878	3706
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5865	6943
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1710	2165
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3036	3036
Indian Institute of Technology Hyderabad	Biomedical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1020	1056
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4547	8496
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	9559	12418
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1150	1304
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2523	2523
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3244	3612
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	6109	6204
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	176P	176P
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1735	2085
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3223	3223
Indian Institute of Technology Hyderabad	Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	964	1006
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4208	5374
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	8880	11193
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	840	933
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2308	2308
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1974	2216
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3705	4627
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	140P	140P
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1370	1503
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2471	2471
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	718	731
Indian Institute of Technology Hyderabad	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1139	1139
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	6121	8381
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	13727	15753
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	186	186
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1088	1279
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2244	2244
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2125	3275
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5177	6230
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	172P	172P
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1190	1787
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1862	2354
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	328	588
Indian Institute of Technology Hyderabad	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	800	800
Indian Institute of Technology Hyderabad	Computational Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	1605	1917
