
Joint Seat Allocation Authority 2026
IITs, IISc, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2026-27

 Home
 CSC Login
Opening and Closing Ranks
Round No
Institute Type
Institute Name
Academic Program
Seat Type / Category
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	9042	9641
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	15429	15429
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4203	4251
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7819	7819
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1457	1457
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	197428	235856
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	290342	347828
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	90523	103156
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	180468	180468
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	67357	78741
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	10231	10231
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	37735	44624
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	58513	58513
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	13751	13989
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	23287	23287
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1650	1650
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5788	6437
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10326	10326
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2794	2794
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	170284	195559
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	227377	235961
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	2168	3294
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	70039	78424
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	111064	111064
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	15347	38161
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	9565	9565
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	31637	35808
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	47614	47614
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	11215	11387
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	21414	21414
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1335	1335
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5421	5438
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	8993	8993
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2580	2580
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	203233	269257
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	536655	536655
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	109493	113956
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	203207	203207
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	66140	102870
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	11084	11084
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	16036	16036
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	45838	52017
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	67201	68482
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	16149	16573
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	24519	24519
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6929	6929
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	3076	3076
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	189329	189329
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	263757	263757
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	16218	16218
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	62931	64048
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	69373	69649
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	9534	9534
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	21217	21217
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	28734	28734
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	9186	9186
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	3722	3722
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	161485	219261
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	180589	180589
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	125625	125625
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	3684	9412
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	4255	6591
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	54272	61716
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	73070	73907
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	9281	9386
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	20287	20970
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	27155	27218
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	8242	9027
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	3150	3152
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	58442	102529
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	49859	49859
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	16999	16999
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	6666	25379
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	10435	19681
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	29270	31966
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	49348	50976
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1487	1487
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	5466	5612
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	10017	11235
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	15446	15815
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4257	4684
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1664	1936
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	188517	198769
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	166397	166397
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	37081	37081
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	6207	19136
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	9623	16158
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	41699	49957
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	47318	54887
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	7789	7794
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	16002	17295
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	22041	22041
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	963	963
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6505	6895
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	11052	11052
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1911	2719
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	89153	159477
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	158056	158056
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	33798	33798
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	31378	31378
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	15466	28260
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	39830	45717
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	59108	60872
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6997	7030
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	13851	14578
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	22028	22028
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1160	1160
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5188	6413
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10200	10200
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2373	2769
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	203302	205289
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	94114	94114
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	74289	74289
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	20693	20693
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	19899	21303
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	47814	54635
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	66347	67095
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	8225	8319
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	16938	17903
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	27117	27117
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1299	1299
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	7373	7388
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	11299	11299
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	3039	3190
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	37489	49950
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	52061	54816
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	2072	2072
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	8366	9212
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	9141	9141
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	15062	17245
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	18056	26341
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Female-only (including Supernumerary)	957	957
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4594	7773
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	12505	12505
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2285	3122
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	3383	3383
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	27464	43238
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	55825	59116
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1662	1662
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6482	6575
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	8826	8826
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	13314	14049
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	19299	20441
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4621	6284
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	8075	8075
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1787	1922
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2602	2602
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	5358	11833
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	10888	19130
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	285	285
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Female-only (including Supernumerary)	450	450
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	2045	2278
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	3224	3224
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	3098	4992
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	5280	12091
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	370	370
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1268	2973
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	4124	4124
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	922	1126
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	2200	2200
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	1388	9574
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	14539	19131
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	335	335
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1216	1317
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	2691	2691
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	2674	3216
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	6775	7152
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1136	1658
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	3167	3843
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	533	761
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1288	1288
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	30	30
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	12692	23346
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	30059	34322
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	744	744
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	3352	4265
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	7187	7187
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	6643	7885
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	14234	14500
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4365	4911
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	7254	9066
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	1589	1946
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	14163	19619
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	24849	30281
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	791	791
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2675	2794
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	4653	4653
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5598	6560
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	9419	12704
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	348	348
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	970	970
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	3060	3806
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	4582	5820
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1336	1571
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	35	35
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	11979	17395
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	19591	24036
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	438	438
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	2405	3207
