
Joint Seat Allocation Authority 2026
IITs, IISc, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2026-27

 Home
 CSC Login
Opening and Closing Ranks
Round No
Institute Type
Institute Name
Academic Program
Seat Type / Category
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Indian Institute of Technology Patna	B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OBC-NCL	Gender-Neutral	2411	2748
Indian Institute of Technology Patna	B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	SC	Gender-Neutral	1590	1590
Indian Institute of Technology Patna	B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	SC	Female-only (including Supernumerary)	3053	3053
Indian Institute of Technology Patna	B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	ST	Gender-Neutral	903	903
Indian Institute of Technology Patna	BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))	AI	OPEN	Gender-Neutral	15016	15050
Indian Institute of Technology Patna	BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))	AI	EWS	Female-only (including Supernumerary)	4761	4761
Indian Institute of Technology Patna	BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))	AI	OBC-NCL	Gender-Neutral	5540	5540
Indian Institute of Technology Patna	BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))	AI	SC	Gender-Neutral	2543	2543
Indian Institute of Technology Patna	BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))	AI	ST	Gender-Neutral	1633	1633
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	10388	14174
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	20748	23962
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	540P	540P
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1997	2099
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	3790	3790
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3756	4931
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	8875	9854
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2413	2666
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3844	4472
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1175	1325
Indian Institute of Technology Patna	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1778	1778
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	14272	15919
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	22748	24417
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	2249	2428
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	4545	4545
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	5122	5683
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	9827	9938
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2957	3178
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	4474	4474
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1394	1434
Indian Institute of Technology Patna	Chemical Science and Technology (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1887	1887
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	13631	16097
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	22752	26579
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	2212	2379
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	4485	4485
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	4657	5370
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	9486	10364
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2571	2773
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3842	4357
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1011	1121
Indian Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1305	1305
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	2184	3635
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	6105	9393
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	127	127
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	439	507
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1432	1433
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	919	1258
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3010	3592
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	57	57
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	437	775
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	642	1628
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	239	381
Indian Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	523	523
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	11313	14550
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	20199	22119
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	2130	2175
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	4667	4667
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	3976	5923
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	8343	8343
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	3083	3126
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	4471	4471
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1589	1589
Indian Institute of Technology Patna	Economics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	2088	2088
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	6346	7827
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	12755	14083
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	287P	287P
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1050	1153
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2049	2049
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2310	2817
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5483	6237
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1367	1779
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2403	2403
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	654	791
Indian Institute of Technology Patna	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1282	1282
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4832	6026
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	10758	11627
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	271	271
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	781	785
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1752	1752
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	53P	53P
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1791	2297
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	4902	5145
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	35P	35P
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1002	1350
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2288	2288
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	569	627
Indian Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1051	1051
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	10245	12425
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	16422	19513
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1732	1962
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	3383	3383
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	4104	4785
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	9220	9767
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2775	2983
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	4478	4478
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1194	1319
Indian Institute of Technology Patna	Engineering Physics (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1705	1705
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4119	5320
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	10309	11026
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	263	263
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	658	777
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1786	1786
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1302	1923
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	4516	4760
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1044	1288
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2389	2389
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	672	736
Indian Institute of Technology Patna	Mathematics and Computing (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	938	938
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	9017	12088
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	19564	22345
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1627	1841
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	3951	4144
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3734	4317
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	8361	8791
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1872	2333
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3160	4130
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1023	1140
Indian Institute of Technology Patna	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1725	1725
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	14367	17179
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	24024	26510
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	2362	2517
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	4778	4778
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	5248	5848
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	10017	10452
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2943	3059
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	4303	4303
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1409	1465
Indian Institute of Technology Patna	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1920	1920
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	OPEN	Gender-Neutral	13547	19389
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	OPEN	Female-only (including Supernumerary)	22061	24216
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	EWS	Gender-Neutral	2789	2963
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	EWS	Female-only (including Supernumerary)	4872	4872
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	OBC-NCL	Gender-Neutral	5821	7464
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	OBC-NCL	Female-only (including Supernumerary)	7330	9946
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	SC	Gender-Neutral	3099	3116
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	SC	Female-only (including Supernumerary)	2492	2492
Indian Institute of Technology Roorkee	Architecture (5 Years, Bachelor of Architecture)	AI	ST	Gender-Neutral	1204	1670
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	6980	8735
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	14812	16586
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	380P	380P
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1392	1450
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	3179	3179
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3162	3789
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	6576	8056
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	2224	2409
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	3804	3804
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	1225	1279
Indian Institute of Technology Roorkee	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1779	1779
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4237	5572
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	9306	11584
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	237P	323P
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	743	857
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2036	2263
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1973	2449
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	4887	5811
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	891	1441
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1557	2198
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	378	814
Indian Institute of Technology Roorkee	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1120	1180
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	OPEN	Gender-Neutral	9076	12132
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	OPEN	Female-only (including Supernumerary)	18921	19547
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	EWS	Gender-Neutral	1633	1928
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	EWS	Female-only (including Supernumerary)	3963	3963
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	OBC-NCL	Gender-Neutral	3295	5241
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	OBC-NCL	Female-only (including Supernumerary)	9692	9908
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	SC	Gender-Neutral	2279	2932
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	SC	Female-only (including Supernumerary)	4181	4181
Indian Institute of Technology Roorkee	Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))	AI	ST	Gender-Neutral	1323	1566
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	5403	7765
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	12197	16077
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	74P	190P
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	281P	281P
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	973	1152
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2492	2595
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2396	3084
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5276	7347
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1073	1810
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2530	3139
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	342	598
Indian Institute of Technology Roorkee	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	615	669
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	363	587
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	1284	2034
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	15	31
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	42	42
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	76	97
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	293	332
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	178	312
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	782	1003
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	11	11
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	101	152
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	396	478
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC (PwD)	Gender-Neutral	1P	1P
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	38	79
Indian Institute of Technology Roorkee	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	116	133
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	614	847
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	1853	2574
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	57	57
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	130	133
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	486	486
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	25	25
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	319	433
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	1072	1177
Indian Institute of Technology Roorkee	Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	148	252
