
Joint Seat Allocation Authority 2026
IITs, IISc, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2026-27

 Home
 CSC Login
Opening and Closing Ranks
Round No
Institute Type
Institute Name
Academic Program
Seat Type / Category
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Artificial Intelligence (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2534	2534
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Artificial Intelligence (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	5109	5109
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Artificial Intelligence (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1137	1137
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	58412	65256
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	47336	64388
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	4190	4190
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	10683	11366
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	12856	12856
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	47662	62465
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	59608	59608
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	9989	11060
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	12620	12620
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	16378	25418
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	35524	49796
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	48591	49414
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	7328	7369
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	15639	16571
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	21968	22131
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	763	763
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6849	7850
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	9170	9170
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Bio Technology (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2627	2800
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	41272	50487
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	33901	43125
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	3462	3462
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	7829	8406
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	9151	9151
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	32325	40819
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	34138	48326
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	9101	10908
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	11036	12685
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	20655	25895
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	30052	37451
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	40381	40381
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Female-only (including Supernumerary)	2603	2603
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	5469	5548
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	7423	7423
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	11020	12355
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	17551	18490
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5534	6067
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	8549	8549
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2641	2680
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Chemical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3362	3362
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	43921	60554
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	53731	63530
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	9071	10032
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	12732	12732
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	40846	56857
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	48926	51048
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	3980	9847
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	10300	10300
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	10011	14030
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	20504	43500
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	48889	54064
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6416	6594
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	8287	8287
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	13029	13911
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	20161	20571
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5657	6563
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	8543	8543
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1256	1407
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1785	1785
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	8349	15634
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	14189	22424
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	418	418
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Female-only (including Supernumerary)	1033	1033
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	2355	3141
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	3978	3978
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS (PwD)	Female-only (including Supernumerary)	411	411
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	4221	12693
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	7726	13682
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	1341	1341
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1320	3428
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	3736	4968
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC (PwD)	Gender-Neutral	23	23
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	5394	6435
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	2498	2498
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	6333	12324
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	16956	19786
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	352	352
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Female-only (including Supernumerary)	306	306
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1610	1751
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	2979	3002
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	3711	4590
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	7805	8368
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	182	182
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1306	2338
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	4014	4446
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	102	102
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	892	1035
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1389	1389
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	15656	19277
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	26433	27075
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	1020	1020
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	3300	4047
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	6710	6710
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	14019	17546
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	13781	13781
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4087	4932
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	6121	6121
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	8858	9528
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	13411	15616
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	23437	23586
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2221	2227
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3557	3557
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	4905	5370
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	10840	10840
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2585	3386
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	5394	5394
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1044	1044
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1598	1598
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	23	23
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	4764	30949
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	32621	34066
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4591	5252
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	7142	7142
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	24988	28957
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	26757	28729
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	1629	1629
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	6085	6347
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	9223	9223
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	9812	15980
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	18618	20975
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	27999	29576
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1340	1340
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2922	2946
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	5138	5138
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	6783	7341
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	12868	12868
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	3199	3917
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	6851	6851
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	209	209
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1459	1473
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2612	2612
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	7482	25105
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	30329	31497
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	953	953
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4277	4554
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	6751	6751
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	14927	24231
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	21245	25420
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	1197	1197
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	3998	5453
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	7606	7606
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	11983	13243
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	6436	6436
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	13279	16308
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	22029	24677
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	787	787
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2273	2339
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3504	3504
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5254	5819
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	9888	9888
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	899	899
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2778	3173
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	5087	5087
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	214	214
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1067	1249
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2496	2496
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	23613	26747
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	35462	35462
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4427	4427
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	24044	24690
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	27264	27264
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	5989	6055
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	9172	9172
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	16616	16616
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	16370	16704
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	21815	21815
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	896	896
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2400	2435
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5974	6202
